scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,snout,snout,leftear,leftear,rightear,rightear,tailbase,tailbase
coords,x,y,x,y,x,y,x,y
labeled-data/m7s2/img0000.png,515.577,449.93300000000005,523.336,433.22,503.042,463.065,319.195,398.00199999999995
labeled-data/m7s2/img0001.png,523.336,380.69199999999995,517.367,405.165,517.964,445.158,319.79200000000003,397.406
labeled-data/m7s2/img0002.png,534.081,379.49800000000005,519.158,385.467,523.336,420.685,315.01599999999996,413.522
labeled-data/m7s2/img0003.png,499.46,318.017,505.42900000000003,334.73,520.9490000000001,386.064,319.195,439.189
labeled-data/m7s2/img0004.png,483.344,279.815,477.971,307.27299999999997,507.22,347.86199999999997,329.939,480.972
labeled-data/m7s2/img0005.png,433.8,256.536,430.219,288.172,471.406,312.048,350.83099999999996,519.174
labeled-data/m7s2/img0006.png,376.49800000000005,254.148,389.629,292.35,436.785,294.14099999999996,414.7,530.516
labeled-data/m7s2/img0007.png,423.653,245.195,407.537,270.265,453.49800000000005,292.947,421.86199999999997,537.678
labeled-data/m7s2/img0008.png,421.26599999999996,250.567,405.149,260.714,446.336,289.366,440.963,532.306
labeled-data/m7s2/img0009.png,434.397,244.59799999999998,414.7,260.117,457.67699999999996,284.59,399.777,537.081
labeled-data/m7s2/img0010.png,412.909,236.24099999999999,409.92400000000004,261.908,452.305,275.637,430.816,544.841
labeled-data/m7s2/img0011.png,408.134,242.80700000000002,397.986,268.474,447.529,281.009,427.235,535.888
labeled-data/m7s2/img0012.png,386.645,202.217,383.66,221.31799999999998,429.62199999999996,235.047,445.142,486.344
labeled-data/m7s2/img0013.png,323.97,177.74400000000003,354.412,201.024,392.017,167.0,457.67699999999996,400.98699999999997
labeled-data/m7s2/img0014.png,294.721,236.24099999999999,335.311,251.761,349.04,199.233,491.7,380.095
labeled-data/m7s2/img0015.png,297.10900000000004,368.754,351.42800000000005,369.94800000000004,319.79200000000003,300.11,531.693,310.257
labeled-data/m7s2/img0016.png,302.481,433.22,356.20300000000003,433.81699999999995,323.97,369.94800000000004,526.918,276.83099999999996
labeled-data/m7s2/img0017.png,285.768,443.36699999999996,342.474,446.949,312.032,390.84,540.05,326.374
labeled-data/m7s2/img0018.png,315.613,522.756,365.156,507.833,318.001,457.69300000000004,520.352,315.629
labeled-data/m7s2/img0019.png,323.373,535.2909999999999,372.916,526.934,328.745,482.76300000000003,493.491,281.606
labeled-data/m7s2/img0020.png,319.79200000000003,539.469,368.73800000000006,528.725,316.21,485.74800000000005,494.088,273.846
labeled-data/m7s2/img0021.png,337.699,550.2130000000001,385.45099999999996,535.2909999999999,329.939,503.05800000000005,489.31300000000005,272.055
labeled-data/m7s2/img0022.png,306.66,514.996,359.784,525.143,317.404,486.941,480.95599999999996,281.606
labeled-data/m7s2/img0023.png,267.861,464.259,314.41900000000004,486.344,291.14,424.86300000000006,530.499,323.986
labeled-data/m7s2/img0024.png,252.938,418.29699999999997,299.497,461.274,294.125,386.661,547.2130000000001,360.397
labeled-data/m7s2/img0025.png,263.682,350.25,295.915,399.19599999999997,318.598,334.73,555.569,408.74699999999996
labeled-data/m7s2/img0026.png,296.512,283.397,292.334,349.056,347.249,298.319,548.406,458.29
labeled-data/m7s2/img0027.png,275.024,307.87,294.721,353.235,335.311,293.54400000000004,531.096,486.344
labeled-data/m7s2/img0028.png,248.76,423.07199999999995,293.528,448.14300000000003,278.008,377.708,552.585,415.91
labeled-data/m7s2/img0029.png,263.086,492.314,313.226,501.267,278.008,439.189,544.2280000000001,325.777
labeled-data/m7s2/img0030.png,307.257,517.384,350.83099999999996,531.112,304.869,486.941,507.81699999999995,303.691
labeled-data/m7s2/img0031.png,266.66700000000003,449.336,304.272,485.74800000000005,282.783,425.46,511.995,312.645
labeled-data/m7s2/img0032.png,257.116,475.00300000000004,300.691,496.49199999999996,274.427,437.398,528.7080000000001,323.986
labeled-data/m7s2/img0033.png,264.876,402.778,288.752,460.67800000000005,279.202,393.824,527.515,350.847
labeled-data/m7s2/img0034.png,264.279,429.63800000000003,294.125,468.43699999999995,280.993,406.95599999999996,523.336,342.49
labeled-data/m7s2/img0035.png,265.473,431.42900000000003,295.915,469.034,285.171,406.35900000000004,524.53,340.103
labeled-data/m7s2/img0036.png,261.892,423.07199999999995,291.737,460.67800000000005,288.156,398.599,529.9019999999999,343.087
labeled-data/m7s2/img0037.png,261.892,418.894,291.14,463.065,291.14,399.19599999999997,528.7080000000001,340.103
labeled-data/m7s2/img0038.png,261.892,415.91,291.14,457.69300000000004,293.528,392.63,531.096,341.89300000000003
labeled-data/m7s2/img0039.png,266.66700000000003,451.12699999999995,307.257,474.406,283.97700000000003,418.29699999999997,530.499,338.31199999999995
labeled-data/m7s2/img0040.png,265.473,461.274,307.853,492.314,281.59,429.63800000000003,522.739,324.58299999999997
labeled-data/m7s2/img0041.png,247.56599999999997,424.86300000000006,287.559,475.6,272.039,405.76199999999994,540.05,348.459
labeled-data/m7s2/img0042.png,253.535,464.259,292.931,491.12,266.07,430.832,534.081,345.475
labeled-data/m7s2/img0043.png,258.907,465.45300000000003,292.931,489.926,260.698,440.98,532.887,356.816
labeled-data/m7s2/img0044.png,241.597,409.344,270.845,450.53,264.876,390.84,538.259,372.93199999999996
labeled-data/m7s2/img0045.png,250.55,433.81699999999995,273.233,464.856,263.682,408.74699999999996,528.112,397.406
labeled-data/m7s2/img0046.png,241.0,411.134,267.264,443.964,256.52,390.84,530.499,387.855
labeled-data/m7s2/img0047.png,276.814,463.662,295.915,477.39099999999996,275.621,441.577,498.86300000000006,382.483
labeled-data/m7s2/img0048.png,247.56599999999997,428.445,267.861,463.662,254.729,409.941,509.01099999999997,363.38199999999995
labeled-data/m7s2/img0049.png,274.427,452.32099999999997,287.559,471.42199999999997,277.411,433.22,498.26599999999996,380.095
labeled-data/m7s2/img0050.png,266.07,442.77,283.97700000000003,464.856,267.861,421.879,496.476,374.723
labeled-data/m7s2/img0051.png,261.892,429.042,279.202,455.902,266.07,411.134,498.26599999999996,377.111
labeled-data/m7s2/img0052.png,266.07,430.832,276.814,456.499,270.248,408.74699999999996,499.46,375.32
labeled-data/m7s2/img0053.png,260.101,425.46,275.024,452.918,266.66700000000003,400.39,504.235,377.111
labeled-data/m7s2/img0054.png,263.682,429.63800000000003,278.008,455.305,268.45799999999997,406.35900000000004,506.026,377.111
labeled-data/m7s2/img0055.png,262.48900000000003,427.848,277.411,451.12699999999995,268.45799999999997,405.165,509.60699999999997,378.305
labeled-data/m7s2/img0056.png,252.938,429.63800000000003,275.024,460.08099999999996,257.71299999999997,403.375,513.189,384.871
labeled-data/m7s2/img0057.png,254.132,383.67699999999996,265.473,420.088,261.892,365.173,517.367,403.375
labeled-data/m7s2/img0058.png,273.83,444.561,285.171,463.065,272.039,423.07199999999995,507.22,414.716
labeled-data/m7s2/img0059.png,242.791,405.76199999999994,258.31,432.026,253.535,380.095,517.367,412.925
labeled-data/m7s2/img0060.png,254.132,406.95599999999996,270.845,434.414,264.279,386.661,506.62300000000005,418.29699999999997
labeled-data/m7s2/img0061.png,247.56599999999997,367.56,263.682,412.32800000000003,260.698,358.01,508.414,436.801
labeled-data/m7s2/img0062.png,295.318,322.79200000000003,263.086,388.452,297.70599999999996,340.103,508.414,433.22
labeled-data/m7s2/img0063.png,291.29,293.678,275.173,344.414,306.21299999999997,303.228,492.44699999999995,490.656
labeled-data/m7s2/img0064.png,379.63199999999995,258.46,314.569,300.243,370.67800000000005,300.84,450.664,516.323
labeled-data/m7s2/img0065.png,367.694,242.94099999999997,330.686,288.305,392.167,284.127,441.11300000000006,540.2
labeled-data/m7s2/img0066.png,378.43800000000005,245.328,334.267,296.66200000000003,391.57,277.561,422.60900000000004,537.812
labeled-data/m7s2/img0067.png,467.37699999999995,273.383,389.779,273.98,448.276,308.003,402.314,535.424
labeled-data/m7s2/img0068.png,496.029,275.173,424.99699999999996,282.336,484.09,326.507,334.267,533.0369999999999
labeled-data/m7s2/img0069.png,529.455,300.84,458.423,297.856,507.37,353.36800000000005,292.48400000000004,506.773
labeled-data/m7s2/img0070.png,505.579,331.283,470.958,309.79400000000004,500.207,368.291,306.21299999999997,497.222
labeled-data/m7s2/img0071.png,517.5169999999999,337.849,470.36199999999997,307.406,501.401,370.08099999999996,315.763,505.579
labeled-data/m7s2/img0072.png,521.695,338.445,478.121,313.972,502.594,371.275,313.972,504.98199999999997
