scorer,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron
bodyparts,Nose,Nose,Eye,Eye,Nearknee,Nearknee,Nearfrontfetlock,Nearfrontfetlock,Nearfrontfoot,Nearfrontfoot,Offknee,Offknee,Offfrontfetlock,Offfrontfetlock,Offfrontfoot,Offfrontfoot,Shoulder,Shoulder,Midshoulder,Midshoulder,Elbow,Elbow,Girth,Girth,Wither,Wither,Nearhindhock,Nearhindhock,Nearhindfetlock,Nearhindfetlock,Nearhindfoot,Nearhindfoot,Hip,Hip,Stifle,Stifle,Offhindhock,Offhindhock,Offhindfetlock,Offhindfetlock,Offhindfoot,Offhindfoot,Ischium,Ischium
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/GreyHorseNoShadowBadLight/0050.png,2.4,61.199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0051.png,3.3,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0052.png,5.1,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0053.png,6.0,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0054.png,7.199999999999999,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0055.png,8.4,66.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0056.png,9.299999999999999,66.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0057.png,10.799999999999999,68.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0058.png,12.6,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0059.png,14.399999999999999,67.5,2.1,53.699999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0060.png,15.899999999999999,67.5,3.0,53.4,,,,,3.0,106.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0061.png,15.899999999999999,67.5,4.5,53.1,,,,,4.5,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0062.png,18.0,66.89999999999999,5.3999999999999995,53.699999999999996,,,4.2,99.6,6.3,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/GreyHorseNoShadowBadLight/0063.png,18.9,66.6,5.7,52.5,,,5.3999999999999995,99.89999999999999,8.7,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
