scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,snout,snout,leftear,leftear,rightear,rightear,tailbase,tailbase
coords,x,y,x,y,x,y,x,y
labeled-data/m7s1/img0000.png,225.58599999999998,267.387,250.81099999999998,291.171,266.66700000000003,235.676,547.0269999999999,272.432
labeled-data/m7s1/img0001.png,230.63099999999997,229.18900000000002,250.09,250.09,265.94599999999997,198.19799999999998,541.261,218.378
labeled-data/m7s1/img0002.png,237.838,275.315,257.297,291.171,265.225,234.955,528.288,206.12599999999998
labeled-data/m7s1/img0003.png,245.045,302.703,263.063,317.117,260.18,262.342,521.802,188.108
labeled-data/m7s1/img0004.png,249.36900000000003,333.694,265.225,350.991,263.784,292.613,513.874,217.658
labeled-data/m7s1/img0005.png,182.342,373.333,204.685,386.306,201.80200000000002,335.135,409.369,231.351
labeled-data/m7s1/img0006.png,181.622,408.649,194.595,418.01800000000003,190.27,371.171,413.694,250.81099999999998
labeled-data/m7s1/img0007.png,175.856,421.62199999999996,194.595,435.315,190.27,389.189,401.441,250.81099999999998
labeled-data/m7s1/img0008.png,167.207,445.405,197.477,459.82,185.946,410.09,394.955,255.135
labeled-data/m7s1/img0009.png,227.748,501.62199999999996,248.649,487.92800000000005,216.937,448.288,425.225,271.712
labeled-data/m7s1/img0010.png,227.02700000000002,518.198,253.69400000000002,510.991,223.423,474.955,443.24300000000005,277.47700000000003
labeled-data/m7s1/img0011.png,246.486,537.658,270.991,530.45,239.27900000000002,490.09,425.225,273.874
labeled-data/m7s1/img0012.png,255.135,553.513,278.91900000000004,541.261,242.88299999999998,510.991,406.486,265.94599999999997
labeled-data/m7s1/img0013.png,322.883,565.045,336.577,541.261,288.288,523.964,386.306,260.18
labeled-data/m7s1/img0014.png,343.784,573.694,361.80199999999996,549.91,313.514,532.613,359.64,250.81099999999998
labeled-data/m7s1/img0015.png,320.721,545.586,350.991,539.099,304.144,507.38699999999994,420.901,268.829
labeled-data/m7s1/img0016.png,260.901,490.811,280.36,505.94599999999997,265.94599999999997,461.26099999999997,451.892,291.171
labeled-data/m7s1/img0017.png,206.12599999999998,462.70300000000003,220.541,485.045,211.171,438.19800000000004,403.60400000000004,321.441
labeled-data/m7s1/img0018.png,209.73,415.856,214.775,446.126,218.378,402.162,436.036,348.108
labeled-data/m7s1/img0019.png,205.405,405.045,214.775,429.55,220.541,385.586,460.541,364.685
labeled-data/m7s1/img0020.png,212.613,415.135,221.261,432.43199999999996,222.703,392.07199999999995,465.586,369.009
labeled-data/m7s1/img0021.png,228.468,427.38699999999994,239.27900000000002,445.405,236.396,400.721,481.441,364.685
labeled-data/m7s1/img0022.png,247.207,436.75699999999995,263.063,457.658,254.41400000000002,411.532,501.62199999999996,356.036
labeled-data/m7s1/img0023.png,247.207,443.24300000000005,263.063,462.70300000000003,254.41400000000002,412.973,503.784,354.595
labeled-data/m7s1/img0024.png,245.766,439.64,263.063,462.70300000000003,255.135,412.25199999999995,508.108,352.43199999999996
labeled-data/m7s1/img0025.png,248.649,439.64,263.063,460.541,253.69400000000002,411.532,507.38699999999994,351.712
labeled-data/m7s1/img0026.png,245.045,440.36,263.063,463.423,252.97299999999998,412.25199999999995,510.27,351.712
labeled-data/m7s1/img0027.png,244.324,444.685,263.063,465.586,251.532,415.135,511.712,352.43199999999996
labeled-data/m7s1/img0028.png,245.045,441.08099999999996,263.063,464.865,253.69400000000002,415.856,514.595,348.829
labeled-data/m7s1/img0029.png,245.045,441.80199999999996,263.784,462.70300000000003,253.69400000000002,415.135,518.919,350.27
labeled-data/m7s1/img0030.png,243.604,443.24300000000005,263.063,466.306,252.252,416.577,518.919,350.991
labeled-data/m7s1/img0031.png,245.766,443.964,264.505,467.027,253.69400000000002,415.135,522.523,346.667
labeled-data/m7s1/img0032.png,242.162,444.685,264.505,467.027,253.69400000000002,415.856,521.081,348.829
labeled-data/m7s1/img0033.png,245.766,445.405,266.66700000000003,467.027,255.856,415.856,524.685,350.27
labeled-data/m7s1/img0034.png,245.045,445.405,268.108,468.468,256.577,415.135,526.126,351.712
labeled-data/m7s1/img0035.png,243.604,443.24300000000005,268.829,464.144,255.856,415.856,528.288,352.43199999999996
labeled-data/m7s1/img0036.png,242.88299999999998,443.24300000000005,269.55,460.541,255.135,409.369,529.73,349.55
labeled-data/m7s1/img0037.png,240.0,438.19800000000004,268.829,461.98199999999997,256.577,404.324,532.613,349.55
labeled-data/m7s1/img0038.png,242.88299999999998,438.19800000000004,267.387,464.865,256.577,405.76599999999996,529.73,356.75699999999995
labeled-data/m7s1/img0039.png,245.766,435.315,273.153,459.82,263.784,403.60400000000004,534.775,384.144
labeled-data/m7s1/img0040.png,249.36900000000003,441.08099999999996,276.757,457.658,265.94599999999997,406.486,535.495,384.865
labeled-data/m7s1/img0041.png,252.252,441.08099999999996,281.802,461.26099999999997,268.829,407.92800000000005,537.658,379.099
labeled-data/m7s1/img0042.png,253.69400000000002,442.523,283.964,466.306,269.55,408.649,539.099,380.541
labeled-data/m7s1/img0043.png,254.41400000000002,438.19800000000004,285.405,464.865,270.991,409.369,543.423,379.099
labeled-data/m7s1/img0044.png,270.27,443.24300000000005,289.009,463.423,280.36,413.694,539.82,381.26099999999997
labeled-data/m7s1/img0045.png,256.577,403.60400000000004,282.52299999999997,444.685,288.288,380.541,543.423,382.70300000000003
labeled-data/m7s1/img0046.png,250.81099999999998,350.991,265.225,398.559,298.378,333.694,554.234,402.162
labeled-data/m7s1/img0047.png,234.955,335.135,252.97299999999998,381.98199999999997,277.47700000000003,320.0,550.631,430.991
labeled-data/m7s1/img0048.png,226.30599999999998,343.784,240.0,387.027,273.874,322.16200000000003,550.631,415.135
labeled-data/m7s1/img0049.png,227.02700000000002,356.75699999999995,244.324,394.23400000000004,260.18,335.856,540.5409999999999,423.06300000000005
labeled-data/m7s1/img0050.png,221.261,392.793,239.27900000000002,419.459,251.532,361.08099999999996,547.0269999999999,402.162
labeled-data/m7s1/img0051.png,224.865,406.486,242.88299999999998,427.38699999999994,246.486,376.93699999999995,532.613,392.793
labeled-data/m7s1/img0052.png,226.30599999999998,400.721,239.27900000000002,421.62199999999996,246.486,374.05400000000003,519.64,378.37800000000004
labeled-data/m7s1/img0053.png,237.11700000000002,413.694,250.09,425.94599999999997,252.97299999999998,379.82,502.342,388.468
labeled-data/m7s1/img0054.png,188.108,424.505,204.685,444.685,209.00900000000001,395.676,454.05400000000003,350.27
labeled-data/m7s1/img0055.png,180.90099999999998,443.24300000000005,197.477,459.82,195.315,415.135,443.964,342.342
labeled-data/m7s1/img0056.png,174.41400000000002,436.75699999999995,190.99099999999999,456.93699999999995,189.55,412.25199999999995,443.24300000000005,352.43199999999996
labeled-data/m7s1/img0057.png,303.423,525.405,326.486,508.829,278.91900000000004,482.88300000000004,485.76599999999996,323.60400000000004
labeled-data/m7s1/img0058.png,331.532,551.351,351.712,540.5409999999999,303.423,510.27,433.874,267.387
labeled-data/m7s1/img0059.png,355.315,561.441,377.658,547.748,326.486,526.126,399.279,265.94599999999997
labeled-data/m7s1/img0060.png,380.541,567.207,405.045,555.6759999999999,353.874,535.495,379.099,285.405
labeled-data/m7s1/img0061.png,430.991,560.721,445.405,540.5409999999999,387.74800000000005,537.658,372.61300000000006,293.33299999999997
labeled-data/m7s1/img0062.png,462.70300000000003,575.135,466.306,534.054,407.92800000000005,539.099,345.94599999999997,274.595
labeled-data/m7s1/img0063.png,490.09,544.144,492.973,523.964,441.08099999999996,543.423,330.811,289.009
labeled-data/m7s1/img0064.png,491.532,549.189,495.135,521.802,442.523,534.775,320.0,297.658
labeled-data/m7s1/img0065.png,338.73900000000003,546.306,378.37800000000004,549.91,330.09,508.829,394.955,288.288
