scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,snout,snout,leftear,leftear,rightear,rightear,tailbase,tailbase
coords,x,y,x,y,x,y,x,y
labeled-data/m2s1/img0000.png,91.795,420.0,102.051,430.256,95.385,411.795,216.41,430.256
labeled-data/m2s1/img0001.png,85.12799999999999,430.769,94.87200000000001,441.538,87.69200000000001,422.051,205.641,421.026
labeled-data/m2s1/img0002.png,34.359,406.667,39.486999999999995,422.051,41.538000000000004,402.564,143.077,433.846
labeled-data/m2s1/img0003.png,19.472,383.283,25.62,394.043,28.183000000000003,374.57199999999995,127.07799999999999,429.912
labeled-data/m2s1/img0004.png,17.422,401.217,28.695,411.978,24.596,391.994,124.516,411.978
labeled-data/m2s1/img0005.png,30.232,313.082,29.206999999999997,333.066,42.53,314.62,118.87899999999999,403.267
labeled-data/m2s1/img0006.png,87.11,240.833,69.175,259.79200000000003,92.74600000000001,251.593,116.31700000000001,371.49699999999996
labeled-data/m2s1/img0007.png,92.74600000000001,142.45,81.986,156.797,101.97,150.136,116.31700000000001,273.115
labeled-data/m2s1/img0008.png,78.399,69.688,68.663,81.473,85.572,75.324,116.31700000000001,180.88099999999997
labeled-data/m2s1/img0009.png,81.473,69.175,78.399,77.374,93.771,68.15100000000001,156.797,154.235
labeled-data/m2s1/img0010.png,82.49799999999999,66.613,78.911,77.88600000000001,90.697,65.07600000000001,164.484,126.053
labeled-data/m2s1/img0011.png,65.58800000000001,63.538999999999994,67.126,77.374,74.29899999999999,58.927,169.608,104.53200000000001
labeled-data/m2s1/img0012.png,54.828,67.126,58.415,75.837,61.489,62.001999999999995,156.797,83.523
labeled-data/m2s1/img0013.png,93.259,63.026,96.333,71.225,100.432,59.44,195.74099999999999,87.62200000000001
labeled-data/m2s1/img0014.png,131.689,62.001999999999995,134.764,71.737,137.838,55.853,238.271,85.572
labeled-data/m2s1/img0015.png,172.68200000000002,67.126,176.78099999999998,76.861,177.80599999999998,59.44,279.263,85.572
labeled-data/m2s1/img0016.png,170.63299999999998,64.564,178.831,75.324,182.93,53.803000000000004,301.809,76.861
labeled-data/m2s1/img0017.png,118.87899999999999,69.175,125.54,80.44800000000001,126.053,62.513999999999996,242.882,62.513999999999996
labeled-data/m2s1/img0018.png,43.042,74.29899999999999,48.167,86.59700000000001,49.70399999999999,66.101,161.409,71.225
labeled-data/m2s1/img0019.png,26.133000000000003,67.638,28.695,77.88600000000001,33.306999999999995,58.415,138.863,69.688
labeled-data/m2s1/img0020.png,22.546,70.71300000000001,28.183000000000003,80.961,29.206999999999997,64.564,136.30100000000002,64.051
labeled-data/m2s1/img0021.png,17.422,80.961,23.570999999999998,91.721,25.108,71.737,132.202,64.564
labeled-data/m2s1/img0022.png,28.695,65.58800000000001,32.282,75.324,36.381,57.902,142.96200000000002,83.523
labeled-data/m2s1/img0023.png,57.902,65.07600000000001,59.952,75.324,63.538999999999994,58.927,169.095,80.961
labeled-data/m2s1/img0024.png,93.259,61.489,95.821,73.275,99.40799999999999,57.902,210.088,80.961
labeled-data/m2s1/img0025.png,128.615,63.026,133.227,71.737,135.789,54.828,250.56799999999998,77.374
labeled-data/m2s1/img0026.png,167.558,62.513999999999996,174.21900000000002,72.762,178.831,51.753,296.173,76.861
labeled-data/m2s1/img0027.png,160.89700000000002,62.001999999999995,168.07,72.762,172.68200000000002,52.266000000000005,290.536,76.34899999999999
labeled-data/m2s1/img0028.png,85.572,64.564,91.209,74.812,95.30799999999999,56.365,210.6,68.663
labeled-data/m2s1/img0029.png,38.431,70.71300000000001,43.042,79.42399999999999,47.141999999999996,62.513999999999996,155.26,68.663
labeled-data/m2s1/img0030.png,23.058000000000003,74.812,28.695,85.06,29.72,67.638,134.251,65.58800000000001
labeled-data/m2s1/img0031.png,28.183000000000003,97.35799999999999,35.356,107.60600000000001,34.844,88.647,141.938,70.71300000000001
labeled-data/m2s1/img0032.png,34.330999999999996,80.44800000000001,40.48,93.771,42.53,72.762,143.475,89.67200000000001
labeled-data/m2s1/img0033.png,26.645,104.01899999999999,34.330999999999996,111.193,29.72,90.184,134.764,76.34899999999999
labeled-data/m2s1/img0034.png,14.86,121.954,28.695,128.615,22.546,106.069,126.565,74.812
labeled-data/m2s1/img0035.png,36.894,115.805,45.092,125.54,42.018,108.118,146.549,89.15899999999999
labeled-data/m2s1/img0036.png,25.108,81.473,29.72,93.259,33.819,73.275,133.227,94.28299999999999
labeled-data/m2s1/img0037.png,18.959,83.523,24.596,93.259,28.183000000000003,73.78699999999999,133.739,90.184
labeled-data/m2s1/img0038.png,19.984,65.07600000000001,25.62,79.42399999999999,32.794000000000004,57.39,134.251,79.936
labeled-data/m2s1/img0039.png,19.472,75.837,25.108,88.647,29.206999999999997,65.07600000000001,132.714,68.15100000000001
labeled-data/m2s1/img0040.png,22.546,63.538999999999994,24.596,76.34899999999999,29.206999999999997,57.39,129.127,77.88600000000001
labeled-data/m2s1/img0041.png,18.959,74.29899999999999,30.232,88.135,31.769000000000002,64.564,135.276,80.44800000000001
labeled-data/m2s1/img0042.png,19.472,121.954,36.894,127.07799999999999,27.158,104.53200000000001,126.565,68.15100000000001
labeled-data/m2s1/img0043.png,25.62,179.343,42.018,173.707,25.62,157.31,112.73,80.961
labeled-data/m2s1/img0044.png,33.819,303.347,51.24100000000001,293.611,27.158,285.41200000000003,79.42399999999999,176.269
labeled-data/m2s1/img0045.png,50.729,434.524,59.44,426.837,36.381,421.713,65.58800000000001,311.033
labeled-data/m2s1/img0046.png,118.367,469.36699999999996,128.615,458.094,105.556,457.07,103.507,343.315
labeled-data/m2s1/img0047.png,56.365,449.89599999999996,68.663,459.119,59.44,442.722,146.037,392.506
labeled-data/m2s1/img0048.png,31.256999999999998,422.73800000000006,36.381,440.16,37.406,420.689,133.227,437.086
labeled-data/m2s1/img0049.png,38.943000000000005,368.423,33.306999999999995,394.043,43.555,377.64599999999996,131.689,444.259
labeled-data/m2s1/img0050.png,23.058000000000003,270.552,16.91,293.098,31.769000000000002,280.288,88.647,381.745
labeled-data/m2s1/img0051.png,15.372,189.592,17.422,209.576,33.306999999999995,191.641,78.911,300.785
labeled-data/m2s1/img0052.png,40.993,99.92,28.183000000000003,118.367,46.629,111.193,71.225,220.84900000000002
labeled-data/m2s1/img0053.png,21.009,106.581,29.206999999999997,119.904,37.406,95.821,106.581,167.558
labeled-data/m2s1/img0054.png,18.447,170.12,31.769000000000002,174.21900000000002,24.083000000000002,151.161,126.053,132.714
labeled-data/m2s1/img0055.png,19.984,163.459,25.62,175.24400000000003,27.67,155.26,124.00299999999999,143.475
labeled-data/m2s1/img0056.png,31.769000000000002,95.821,32.794000000000004,108.631,43.555,90.697,130.15200000000002,159.359
labeled-data/m2s1/img0057.png,14.86,126.565,31.256999999999998,135.276,33.306999999999995,110.16799999999999,135.789,123.491
labeled-data/m2s1/img0058.png,19.472,166.533,30.232,176.78099999999998,27.158,157.31,128.615,126.565
labeled-data/m2s1/img0059.png,15.885,158.335,28.183000000000003,167.558,28.183000000000003,143.475,132.714,151.673
labeled-data/m2s1/img0060.png,10.248,233.14700000000002,32.282,231.097,18.959,209.063,117.34200000000001,151.673
labeled-data/m2s1/img0061.png,15.372,269.015,32.282,272.60200000000003,22.034000000000002,248.519,117.34200000000001,195.74099999999999
labeled-data/m2s1/img0062.png,17.422,352.538,35.356,347.926,16.91,329.99199999999996,95.30799999999999,251.593
labeled-data/m2s1/img0063.png,35.356,434.01099999999997,48.167,434.01099999999997,30.745,421.713,86.085,337.67800000000005
labeled-data/m2s1/img0064.png,128.615,453.483,131.689,436.061,105.044,444.772,134.764,339.215
labeled-data/m2s1/img0065.png,199.327,450.408,192.666,437.598,171.145,452.458,173.707,345.36400000000003
labeled-data/m2s1/img0066.png,304.884,459.63199999999995,293.611,448.35900000000004,281.313,470.905,194.71599999999998,386.35699999999997
labeled-data/m2s1/img0067.png,394.043,429.4,382.77,429.4,387.894,455.02,272.09,450.408
labeled-data/m2s1/img0068.png,442.722,428.88699999999994,434.524,424.788,435.548,448.35900000000004,318.207,448.35900000000004
labeled-data/m2s1/img0069.png,485.25199999999995,429.912,481.153,422.73800000000006,481.153,444.772,361.249,447.334
labeled-data/m2s1/img0070.png,525.22,428.88699999999994,519.5840000000001,420.689,518.0459999999999,442.21,402.754,446.82099999999997
labeled-data/m2s1/img0071.png,561.089,426.837,554.94,419.151,555.965,436.57300000000004,443.74699999999996,446.309
labeled-data/m2s1/img0072.png,578.511,445.284,574.411,436.57300000000004,563.651,455.02,476.029,438.11
labeled-data/m2s1/img0073.png,576.974,460.657,579.023,452.458,564.6759999999999,464.24300000000005,505.749,411.465
labeled-data/m2s1/img0074.png,512.41,451.94599999999997,543.6669999999999,462.194,533.931,442.21,556.477,385.845
labeled-data/m2s1/img0075.png,401.72900000000004,450.921,430.93699999999995,469.36699999999996,426.325,445.79699999999997,541.105,448.35900000000004
labeled-data/m2s1/img0076.png,250.56799999999998,450.408,270.552,467.31800000000004,268.503,444.772,394.043,452.97
labeled-data/m2s1/img0077.png,159.359,441.69699999999995,174.732,463.731,173.195,439.135,295.661,454.50800000000004
labeled-data/m2s1/img0078.png,132.714,425.3,138.863,443.235,141.425,421.20099999999996,242.882,456.55699999999996
labeled-data/m2s1/img0079.png,175.757,424.788,182.93,444.259,186.005,422.226,288.487,450.921
labeled-data/m2s1/img0080.png,213.675,427.86199999999997,223.41099999999997,445.79699999999997,225.46,424.788,328.967,450.921
labeled-data/m2s1/img0081.png,256.717,428.375,263.89099999999996,447.846,265.428,425.81300000000005,371.49699999999996,448.35900000000004
labeled-data/m2s1/img0082.png,247.49400000000003,438.11,259.79200000000003,455.532,259.279,432.986,377.64599999999996,449.38300000000004
labeled-data/m2s1/img0083.png,155.26,413.515,164.99599999999998,436.57300000000004,172.17,414.54,285.41200000000003,467.31800000000004
labeled-data/m2s1/img0084.png,43.042,372.522,49.191,384.30699999999996,50.216,364.32300000000004,153.72299999999998,419.664
labeled-data/m2s1/img0085.png,43.555,306.421,35.356,328.455,48.678999999999995,310.52,121.954,404.80400000000003
labeled-data/m2s1/img0086.png,51.753,190.104,37.918,211.625,56.365,195.74099999999999,84.035,322.818
labeled-data/m2s1/img0087.png,66.613,83.01,54.315,95.30799999999999,68.663,91.721,77.88600000000001,204.452
labeled-data/m2s1/img0088.png,142.96200000000002,62.001999999999995,119.39200000000001,69.688,141.425,72.25,101.97,181.393
labeled-data/m2s1/img0089.png,75.324,63.538999999999994,73.78699999999999,78.399,86.59700000000001,61.489,148.599,151.161
labeled-data/m2s1/img0090.png,30.232,86.085,35.869,94.28299999999999,36.894,73.78699999999999,139.376,85.06
labeled-data/m2s1/img0091.png,26.133000000000003,184.468,44.067,175.24400000000003,25.62,159.359,111.705,88.135
labeled-data/m2s1/img0092.png,33.819,322.306,50.216,313.595,27.67,301.809,87.62200000000001,199.327
labeled-data/m2s1/img0093.png,37.918,406.853,52.266000000000005,405.829,33.819,393.531,83.523,302.322
labeled-data/m2s1/img0094.png,31.769000000000002,447.334,45.092,447.334,30.232,434.01099999999997,101.45700000000001,361.76099999999997
labeled-data/m2s1/img0095.png,29.206999999999997,424.788,34.330999999999996,438.11,30.745,417.61400000000003,123.491,401.72900000000004
