scorer,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron
bodyparts,Nose,Nose,Eye,Eye,Nearknee,Nearknee,Nearfrontfetlock,Nearfrontfetlock,Nearfrontfoot,Nearfrontfoot,Offknee,Offknee,Offfrontfetlock,Offfrontfetlock,Offfrontfoot,Offfrontfoot,Shoulder,Shoulder,Midshoulder,Midshoulder,Elbow,Elbow,Girth,Girth,Wither,Wither,Nearhindhock,Nearhindhock,Nearhindfetlock,Nearhindfetlock,Nearhindfoot,Nearhindfoot,Hip,Hip,Stifle,Stifle,Offhindhock,Offhindhock,Offhindfetlock,Offhindfetlock,Offhindfoot,Offhindfoot,Ischium,Ischium
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Sample13/0001.png,229.2,69.8001,216.29999999999998,42.9,167.1,120.89999999999999,159.6,137.4,147.6,145.2,153.9,118.19999999999999,151.79999999999998,141.29999999999998,159.6,153.0,163.79999999999998,74.7,156.29999999999998,54.6,148.2,85.8,144.29999999999998,88.8,144.29999999999998,39.9,102.0,117.0,114.0,140.4,123.89999999999999,148.5,89.39999999999999,42.9,80.7,84.3,59.4,106.5,46.199999999999996,132.0,47.699999999999996,146.7,65.1,60.3
labeled-data/Sample13/0002.png,230.00009999999997,70.59989999999999,217.5,42.3,173.7,117.89999999999999,166.79999999999998,135.6,158.1,147.29999999999998,150.29999999999998,118.19999999999999,146.7,139.5,153.6,153.0,164.4,76.5,156.6,55.5,144.9,85.2,141.29999999999998,89.1,144.29999999999998,39.0,94.2,115.19999999999999,108.89999999999999,141.29999999999998,117.6,148.79999999999998,90.89999999999999,44.1,80.1,85.5,55.5,109.5,42.9,132.29999999999998,42.6,144.29999999999998,65.7,60.3
labeled-data/Sample13/0003.png,230.60009999999997,70.59989999999999,217.2,42.6,177.0,112.2,175.79999999999998,134.4,168.6,148.2,149.4,118.19999999999999,142.79999999999998,139.5,153.6,153.0,165.0,76.5,156.6,55.5,145.2,84.6,141.29999999999998,89.1,144.9,38.699999999999996,90.3,115.5,104.1,141.29999999999998,110.39999999999999,149.1,91.2,44.1,80.1,85.5,54.3,108.3,40.5,132.29999999999998,38.699999999999996,145.2,65.7,60.0
labeled-data/Sample13/0004.png,228.20009999999996,67.4001,216.9,41.699999999999996,181.5,111.6,185.4,134.4,180.6,149.7,142.79999999999998,118.8,136.5,140.7,143.4,151.79999999999998,165.0,76.5,156.6,55.5,144.29999999999998,84.3,138.29999999999998,90.6,144.9,38.699999999999996,89.39999999999999,115.19999999999999,98.7,139.5,103.2,148.79999999999998,91.5,44.4,77.39999999999999,85.2,53.1,107.1,39.9,132.29999999999998,36.3,143.4,65.7,59.699999999999996
labeled-data/Sample13/0005.png,229.40009999999998,66.9999,217.2,41.699999999999996,183.0,112.2,185.4,135.0,182.7,149.7,142.2,119.1,136.5,140.4,141.6,151.5,164.4,76.5,156.6,55.5,142.2,84.3,138.29999999999998,90.6,146.1,39.3,87.3,114.89999999999999,97.8,139.5,103.8,148.79999999999998,91.8,44.699999999999996,77.1,84.6,53.699999999999996,107.1,41.1,131.7,36.0,142.2,64.2,58.5
labeled-data/Sample13/0006.png,228.39990000000003,65.6001,214.2,39.3,184.5,113.39999999999999,189.0,136.5,192.6,150.0,139.5,119.1,135.6,140.4,141.6,151.5,162.29999999999998,77.39999999999999,156.6,55.5,141.29999999999998,84.0,138.29999999999998,90.6,146.1,39.3,87.3,114.89999999999999,93.6,138.9,98.39999999999999,148.2,92.7,44.1,76.5,84.3,53.699999999999996,107.1,43.8,132.0,36.0,141.6,63.599999999999994,57.3
labeled-data/Sample13/0007.png,227.1999,63.9999,210.6,36.9,184.79999999999998,115.5,192.6,139.5,201.29999999999998,151.5,137.1,118.8,129.29999999999998,139.2,134.1,151.2,159.6,78.89999999999999,155.4,55.5,138.9,84.89999999999999,138.29999999999998,90.6,145.5,39.0,85.8,113.39999999999999,88.2,137.4,96.6,148.2,92.1,43.5,77.39999999999999,84.3,54.6,106.8,49.199999999999996,131.7,42.0,144.29999999999998,63.0,55.8
labeled-data/Sample13/0008.png,223.59990000000002,62.000099999999996,207.29999999999998,35.4,182.1,118.19999999999999,191.7,141.0,199.2,153.29999999999998,131.4,119.39999999999999,124.8,139.2,124.5,151.79999999999998,159.6,78.89999999999999,155.1,57.3,136.5,84.6,133.79999999999998,90.6,145.5,39.0,82.8,110.1,82.8,136.5,92.1,148.2,92.39999999999999,42.6,78.89999999999999,83.39999999999999,56.1,105.6,55.5,132.6,51.6,145.79999999999998,62.4,55.199999999999996
