scorer,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron,Byron
bodyparts,Nose,Nose,Eye,Eye,Nearknee,Nearknee,Nearfrontfetlock,Nearfrontfetlock,Nearfrontfoot,Nearfrontfoot,Offknee,Offknee,Offfrontfetlock,Offfrontfetlock,Offfrontfoot,Offfrontfoot,Shoulder,Shoulder,Midshoulder,Midshoulder,Elbow,Elbow,Girth,Girth,Wither,Wither,Nearhindhock,Nearhindhock,Nearhindfetlock,Nearhindfetlock,Nearhindfoot,Nearhindfoot,Hip,Hip,Stifle,Stifle,Offhindhock,Offhindhock,Offhindfetlock,Offhindfetlock,Offhindfoot,Offhindfoot,Ischium,Ischium
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/TwoHorsesinvideobothmoving/0190.png,89.7,87.89999999999999,84.89999999999999,75.6,68.1,106.5,70.5,117.89999999999999,75.6,123.3,44.4,106.8,39.9,117.0,39.9,124.8,55.199999999999996,86.1,54.6,79.2,45.6585,90.5646,42.9,93.0,189.0,0.0,22.2,101.39999999999999,19.2,116.39999999999999,21.3,122.69999999999999,24.599999999999998,70.8,22.578300000000002,87.303,16.3065,100.85009999999998,24.0,114.0,24.599999999999998,120.3,13.2,78.0
labeled-data/TwoHorsesinvideobothmoving/0191.png,91.8,86.39999999999999,86.1,75.0,67.8,107.39999999999999,71.39999999999999,118.5,75.6,123.3,45.3,106.5,40.8,116.39999999999999,40.5,123.89999999999999,56.1,87.0,54.6,79.2,46.9128,90.06269999999999,45.0,92.7,52.8,69.3,,,19.8,116.39999999999999,21.3,122.69999999999999,26.099999999999998,70.2,23.5818,86.5506,19.5678,100.85009999999998,26.099999999999998,114.0,28.5,120.6,14.399999999999999,77.39999999999999
labeled-data/TwoHorsesinvideobothmoving/0192.png,93.3,86.39999999999999,87.89999999999999,74.39999999999999,67.8,107.1,71.39999999999999,118.5,75.6,123.3,47.699999999999996,106.5,40.8,116.39999999999999,41.1,123.6,57.0,87.0,57.0,78.3,47.665499999999994,90.06269999999999,45.3,92.7,54.0,69.6,,,19.8,116.39999999999999,21.3,122.69999999999999,26.099999999999998,70.2,24.836100000000002,86.29950000000001,20.8224,100.85009999999998,27.3,114.0,31.799999999999997,120.6,15.299999999999999,77.7
labeled-data/TwoHorsesinvideobothmoving/0193.png,94.8,86.39999999999999,87.89999999999999,74.39999999999999,68.39999999999999,107.1,71.39999999999999,118.5,75.6,123.3,46.5,107.7,40.8,116.39999999999999,41.1,123.6,57.3,87.3,57.0,78.89999999999999,49.1706,90.06269999999999,45.9,92.39999999999999,54.3,69.6,,,19.8,116.39999999999999,21.3,122.69999999999999,26.4,70.2,26.3415,86.29950000000001,23.8329,101.35199999999999,29.4,114.0,32.699999999999996,120.89999999999999,15.6,77.39999999999999
labeled-data/TwoHorsesinvideobothmoving/0194.png,96.0,86.39999999999999,89.7,74.39999999999999,69.3,105.3,71.39999999999999,118.5,75.6,123.3,47.699999999999996,107.1,42.0,116.39999999999999,41.1,123.6,59.099999999999994,87.3,58.8,78.6,50.4252,90.3135,47.1,92.1,55.199999999999996,69.6,,,19.8,116.39999999999999,21.3,122.69999999999999,27.599999999999998,70.5,26.8431,86.29950000000001,25.337999999999997,101.60279999999999,32.699999999999996,114.89999999999999,34.5,120.89999999999999,16.2,77.39999999999999
labeled-data/TwoHorsesinvideobothmoving/0195.png,97.2,86.7,90.6,74.39999999999999,69.3,105.6,71.39999999999999,118.5,75.6,123.3,51.0,106.8,43.199999999999996,116.39999999999999,41.1,123.6,60.0,87.3,59.699999999999996,77.7,51.177600000000005,90.3135,47.4,92.1,55.199999999999996,69.6,23.099999999999998,102.3,19.8,116.39999999999999,21.3,122.69999999999999,28.799999999999997,70.5,29.8536,87.80489999999999,26.8431,101.85359999999999,34.8,115.8,36.6,121.5,17.099999999999998,77.39999999999999
labeled-data/TwoHorsesinvideobothmoving/0196.png,97.2,86.7,91.5,74.39999999999999,69.89999999999999,106.5,71.39999999999999,118.5,75.6,123.3,51.6,106.8,45.6,116.39999999999999,41.1,123.6,62.099999999999994,87.0,61.199999999999996,77.7,52.4322,90.5646,48.9,91.5,56.1,69.6,23.099999999999998,102.3,19.8,116.39999999999999,21.3,122.69999999999999,29.099999999999998,70.5,30.606299999999997,87.55409999999999,28.850099999999998,103.10790000000001,37.199999999999996,116.1,39.0,121.19999999999999,18.3,77.39999999999999
labeled-data/TwoHorsesinvideobothmoving/0197.png,99.0,86.7,94.2,75.89999999999999,69.89999999999999,106.5,71.39999999999999,118.5,75.6,123.3,54.3,106.8,47.4,116.39999999999999,41.699999999999996,123.6,62.699999999999996,88.2,61.8,77.39999999999999,53.9373,90.5646,50.4,93.0,57.0,69.3,24.599999999999998,102.0,19.8,116.39999999999999,21.9,122.69999999999999,30.0,71.7,31.107899999999997,87.55409999999999,30.606299999999997,103.60979999999999,38.699999999999996,117.3,39.3,121.19999999999999,19.8,77.1
