scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,snout,snout,leftear,leftear,rightear,rightear,tailbase,tailbase
coords,x,y,x,y,x,y,x,y
labeled-data/m8s1/img0000.png,412.103,555.7090000000001,424.06800000000004,522.376,359.966,525.795,458.256,266.82
labeled-data/m8s1/img0001.png,385.60699999999997,566.82,413.81199999999995,542.034,346.291,529.214,448.855,260.83799999999997
labeled-data/m8s1/img0002.png,373.64099999999996,578.786,406.12,555.7090000000001,334.325,530.068,442.017,254.0
labeled-data/m8s1/img0003.png,376.205,583.06,411.24800000000005,553.145,339.45300000000003,533.487,447.145,254.0
labeled-data/m8s1/img0004.png,315.52099999999996,531.778,353.12800000000004,532.632,305.265,496.735,468.51300000000003,269.385
labeled-data/m8s1/img0005.png,282.188,484.769,312.103,505.282,285.607,456.564,490.735,287.33299999999997
labeled-data/m8s1/img0006.png,263.385,469.385,289.026,489.043,269.368,436.051,513.812,315.538
labeled-data/m8s1/img0007.png,262.53,422.376,279.624,460.838,275.35,407.846,511.24800000000005,343.744
labeled-data/m8s1/img0008.png,248.0,399.29900000000004,264.23900000000003,427.504,266.803,377.93199999999996,523.214,387.333
labeled-data/m8s1/img0009.png,257.402,430.06800000000004,277.06,449.727,264.23900000000003,399.29900000000004,518.94,387.333
labeled-data/m8s1/img0010.png,283.897,466.82,303.556,483.915,274.496,441.18,505.265,359.983
labeled-data/m8s1/img0011.png,305.265,489.043,328.342,501.86300000000006,288.171,465.111,498.42699999999996,335.19699999999995
labeled-data/m8s1/img0012.png,338.598,521.521,349.709,502.718,306.12,483.915,498.42699999999996,327.504
labeled-data/m8s1/img0013.png,342.87199999999996,519.812,352.273,508.70099999999996,306.974,485.624,498.42699999999996,327.504
labeled-data/m8s1/img0014.png,339.45300000000003,520.6669999999999,354.838,512.12,308.684,484.769,500.13699999999994,329.214
labeled-data/m8s1/img0015.png,336.034,520.6669999999999,353.983,511.265,306.974,486.47900000000004,502.70099999999996,328.35900000000004
labeled-data/m8s1/img0016.png,334.18800000000005,518.803,352.991,515.385,307.692,486.325,503.41900000000004,330.769
labeled-data/m8s1/img0017.png,330.769,520.513,354.70099999999996,515.385,305.128,484.615,504.273,329.915
labeled-data/m8s1/img0018.png,334.18800000000005,519.658,352.991,510.256,308.547,485.47,507.69199999999995,329.06
labeled-data/m8s1/img0019.png,331.624,520.513,354.70099999999996,510.256,309.402,483.76099999999997,508.54699999999997,329.915
labeled-data/m8s1/img0020.png,330.769,519.658,352.991,512.821,308.547,487.18,509.402,327.35
labeled-data/m8s1/img0021.png,327.35,523.077,352.991,507.69199999999995,309.402,485.47,513.675,329.06
labeled-data/m8s1/img0022.png,289.744,500.0,328.205,508.54699999999997,291.453,465.81199999999995,517.9490000000001,324.786
labeled-data/m8s1/img0023.png,270.94,486.325,304.27299999999997,500.0,276.923,449.57300000000004,521.368,325.64099999999996
labeled-data/m8s1/img0024.png,254.701,470.94,285.47,491.45300000000003,264.957,443.59,529.06,342.735
labeled-data/m8s1/img0025.png,250.42700000000002,387.18,261.538,436.75199999999995,263.248,376.06800000000004,529.06,361.538
labeled-data/m8s1/img0026.png,240.171,358.974,256.41,414.53,253.84599999999998,350.42699999999996,532.479,410.256
labeled-data/m8s1/img0027.png,243.59,380.342,264.103,427.35,255.55599999999998,362.39300000000003,526.496,396.58099999999996
labeled-data/m8s1/img0028.png,244.44400000000002,423.93199999999996,274.35900000000004,452.13699999999994,254.701,397.436,525.641,387.18
labeled-data/m8s1/img0029.png,264.957,464.957,294.872,476.06800000000004,270.085,439.316,503.41900000000004,352.13699999999994
labeled-data/m8s1/img0030.png,298.291,499.145,321.368,502.564,288.034,468.376,490.598,334.18800000000005
labeled-data/m8s1/img0031.png,333.333,528.205,352.991,525.641,308.547,495.727,472.65,319.658
labeled-data/m8s1/img0032.png,367.52099999999996,542.735,388.034,531.624,329.915,516.239,452.13699999999994,300.855
labeled-data/m8s1/img0033.png,450.42699999999996,536.752,455.556,525.641,389.744,534.188,422.222,282.906
labeled-data/m8s1/img0034.png,498.291,532.479,492.30800000000005,504.273,431.624,536.752,391.45300000000003,276.068
labeled-data/m8s1/img0035.png,462.39300000000003,555.556,472.65,520.513,412.82,535.8969999999999,374.35900000000004,281.197
labeled-data/m8s1/img0036.png,420.51300000000003,554.701,441.026,535.8969999999999,382.906,532.479,401.709,282.051
labeled-data/m8s1/img0037.png,349.57300000000004,538.462,382.051,533.3330000000001,340.171,513.675,426.496,288.889
labeled-data/m8s1/img0038.png,323.077,534.188,352.13699999999994,526.496,314.53,507.69199999999995,458.12,302.564
labeled-data/m8s1/img0039.png,278.632,489.744,305.983,511.111,278.632,471.795,476.923,327.35
labeled-data/m8s1/img0040.png,249.57299999999998,429.915,272.65,472.65,256.41,417.949,495.727,356.41
labeled-data/m8s1/img0041.png,251.282,411.111,271.795,444.444,259.829,393.162,512.82,396.58099999999996
labeled-data/m8s1/img0042.png,248.718,395.727,273.504,440.171,256.41,383.76099999999997,508.54699999999997,399.145
labeled-data/m8s1/img0043.png,287.17900000000003,328.205,269.231,395.727,286.325,340.171,511.966,423.93199999999996
labeled-data/m8s1/img0044.png,280.342,311.111,272.65,376.923,294.872,321.368,519.658,447.009
labeled-data/m8s1/img0045.png,329.06,276.068,294.872,334.18800000000005,335.043,300.855,504.273,481.19699999999995
labeled-data/m8s1/img0046.png,283.76099999999997,329.06,282.906,370.085,295.72700000000003,314.53,507.69199999999995,464.103
labeled-data/m8s1/img0047.png,264.957,364.103,275.214,403.41900000000004,273.504,350.42699999999996,510.256,441.026
labeled-data/m8s1/img0048.png,255.55599999999998,365.81199999999995,266.66700000000003,417.094,263.248,354.70099999999996,517.094,424.786
labeled-data/m8s1/img0049.png,296.58099999999996,326.496,278.632,393.162,294.872,336.75199999999995,514.53,431.624
labeled-data/m8s1/img0050.png,292.308,313.675,277.778,384.615,297.436,327.35,513.675,435.043
labeled-data/m8s1/img0051.png,289.744,315.385,274.35900000000004,383.76099999999997,290.598,328.205,514.53,436.75199999999995
labeled-data/m8s1/img0052.png,290.598,317.949,275.214,385.47,291.453,329.915,514.53,435.043
labeled-data/m8s1/img0053.png,288.034,319.658,276.068,383.76099999999997,296.58099999999996,327.35,514.53,434.18800000000005
labeled-data/m8s1/img0054.png,285.47,320.513,274.35900000000004,388.889,289.744,327.35,517.9490000000001,431.624
labeled-data/m8s1/img0055.png,287.17900000000003,320.513,274.35900000000004,388.034,290.598,328.205,518.803,433.333
labeled-data/m8s1/img0056.png,285.47,315.385,275.214,386.325,290.598,328.205,521.367,433.333
labeled-data/m8s1/img0057.png,284.615,319.658,275.214,388.889,291.453,327.35,523.077,433.333
labeled-data/m8s1/img0058.png,278.632,329.06,275.214,390.598,292.308,332.47900000000004,524.786,429.915
labeled-data/m8s1/img0059.png,262.393,352.991,272.65,405.12800000000004,276.068,341.88,529.06,429.06
labeled-data/m8s1/img0060.png,245.299,370.085,264.957,415.385,262.393,352.13699999999994,529.06,433.333
labeled-data/m8s1/img0061.png,252.137,373.504,264.957,416.23900000000003,261.538,356.41,519.658,417.094
labeled-data/m8s1/img0062.png,251.282,396.58099999999996,270.94,426.496,259.829,380.342,514.53,420.51300000000003
labeled-data/m8s1/img0063.png,266.66700000000003,448.718,287.17900000000003,465.81199999999995,267.52099999999996,423.077,502.564,394.017
labeled-data/m8s1/img0064.png,254.701,422.222,275.214,447.009,258.12,404.273,511.966,397.436
labeled-data/m8s1/img0065.png,251.282,382.906,268.376,418.80300000000005,261.538,369.231,509.402,400.855
labeled-data/m8s1/img0066.png,264.103,388.034,274.35900000000004,419.658,270.94,377.778,500.855,433.333
labeled-data/m8s1/img0067.png,230.769,387.18,241.88,419.658,236.752,379.48699999999997,466.667,423.077
labeled-data/m8s1/img0068.png,223.077,415.385,236.752,435.897,224.78599999999997,398.291,451.282,415.385
labeled-data/m8s1/img0069.png,235.89700000000002,442.735,253.84599999999998,455.556,235.043,423.93199999999996,458.12,403.41900000000004
labeled-data/m8s1/img0070.png,226.49599999999998,417.094,258.974,443.59,242.735,390.598,482.051,407.69199999999995
labeled-data/m8s1/img0071.png,229.915,382.906,258.974,424.786,256.41,367.52099999999996,496.58099999999996,411.966
