scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,snout,snout,leftear,leftear,rightear,rightear,tailbase,tailbase
coords,x,y,x,y,x,y,x,y
labeled-data/m6s1/img0000.png,239.572,204.125,251.795,216.96,245.68400000000003,179.06799999999998,539.649,147.28799999999998
labeled-data/m6s1/img0001.png,239.572,263.407,260.96299999999997,275.019,245.68400000000003,229.794,537.2040000000001,128.953
labeled-data/m6s1/img0002.png,246.90599999999998,280.519,264.018,292.131,253.018,254.24,539.649,151.566
labeled-data/m6s1/img0003.png,254.24,199.847,255.46200000000002,224.293,260.351,192.513,529.259,183.34599999999998
labeled-data/m6s1/img0004.png,247.517,145.455,247.517,161.95600000000002,255.46200000000002,128.342,531.7040000000001,180.90099999999998
labeled-data/m6s1/img0005.png,250.57299999999998,152.78799999999998,248.74,167.456,256.073,136.287,525.592,167.456
labeled-data/m6s1/img0006.png,248.128,149.121,248.128,166.845,249.96200000000002,135.67600000000002,526.203,135.065
labeled-data/m6s1/img0007.png,250.57299999999998,185.791,257.296,199.236,251.18400000000003,170.512,528.648,152.78799999999998
labeled-data/m6s1/img0008.png,251.18400000000003,218.18200000000002,259.74,228.571,249.351,198.625,529.87,150.344
labeled-data/m6s1/img0009.png,246.90599999999998,260.351,259.74,270.741,249.96200000000002,232.85,527.4259999999999,125.286
labeled-data/m6s1/img0010.png,223.68200000000002,301.91,235.905,311.077,225.516,278.075,478.533,162.567
labeled-data/m6s1/img0011.png,263.407,365.47,275.019,370.97,250.57299999999998,337.35699999999997,472.42199999999997,176.623
labeled-data/m6s1/img0012.png,309.244,447.36400000000003,346.524,419.251,285.409,419.86199999999997,459.587,185.18
labeled-data/m6s1/img0013.png,347.746,556.15,385.63800000000003,523.759,320.244,531.092,451.031,257.907
labeled-data/m6s1/img0014.png,376.471,556.15,407.028,518.258,344.079,532.315,425.974,257.296
labeled-data/m6s1/img0015.png,302.52099999999996,513.98,315.355,518.869,292.743,490.145,477.92199999999997,282.353
labeled-data/m6s1/img0016.png,265.241,470.588,279.297,491.36699999999996,266.46299999999997,453.476,488.31199999999995,293.35400000000004
labeled-data/m6s1/img0017.png,240.183,434.53,243.85,453.476,240.794,418.64,490.756,342.85699999999997
labeled-data/m6s1/img0018.png,259.129,378.915,257.907,394.805,264.018,362.414,510.31300000000005,401.528
labeled-data/m6s1/img0019.png,245.68400000000003,422.918,256.684,440.642,249.351,406.417,518.869,391.13800000000003
labeled-data/m6s1/img0020.png,261.574,462.64300000000003,275.63,474.255,258.518,438.19699999999995,513.369,358.13599999999997
labeled-data/m6s1/img0021.png,314.133,526.814,356.914,504.202,292.743,499.31199999999995,510.31300000000005,343.468
labeled-data/m6s1/img0022.png,334.912,557.372,381.36,529.259,315.966,531.7040000000001,474.255,292.743
labeled-data/m6s1/img0023.png,314.744,521.925,332.468,531.7040000000001,301.91,504.202,449.19800000000004,295.187
labeled-data/m6s1/img0024.png,278.075,486.478,295.187,501.14599999999996,275.019,468.755,487.70099999999996,328.801
labeled-data/m6s1/img0025.png,259.74,462.032,278.686,485.86699999999996,259.129,446.75300000000004,498.09,330.023
labeled-data/m6s1/img0026.png,255.46200000000002,462.64300000000003,273.797,479.756,254.24,447.36400000000003,509.702,338.579
labeled-data/m6s1/img0027.png,252.40599999999998,463.254,271.96299999999997,484.645,249.96200000000002,448.587,517.6469999999999,337.35699999999997
labeled-data/m6s1/img0028.png,249.96200000000002,465.088,270.13,485.256,249.351,450.42,522.536,337.968
labeled-data/m6s1/img0029.png,247.517,466.31,268.908,483.42199999999997,248.128,451.031,524.981,336.746
labeled-data/m6s1/img0030.png,248.128,467.532,268.908,488.31199999999995,245.68400000000003,451.642,526.203,336.134
labeled-data/m6s1/img0031.png,246.90599999999998,466.31,267.074,487.089,245.07299999999998,451.031,529.87,337.35699999999997
labeled-data/m6s1/img0032.png,243.239,461.421,264.018,485.86699999999996,242.017,446.75300000000004,532.315,333.079
labeled-data/m6s1/img0033.png,237.128,431.474,255.46200000000002,468.144,238.35,421.085,534.759,338.579
labeled-data/m6s1/img0034.png,218.793,411.306,242.017,444.309,229.794,390.527,551.872,369.13699999999994
labeled-data/m6s1/img0035.png,235.294,424.14099999999996,254.24,454.087,240.183,409.473,537.815,397.861
labeled-data/m6s1/img0036.png,239.572,460.199,260.351,482.811,241.40599999999998,443.69699999999995,526.814,364.85900000000004
labeled-data/m6s1/img0037.png,253.62900000000002,482.811,273.797,495.034,249.96200000000002,459.587,515.814,355.08
labeled-data/m6s1/img0038.png,310.466,523.759,329.412,531.7040000000001,295.187,506.035,494.423,338.579
labeled-data/m6s1/img0039.png,273.186,498.09,288.464,512.758,260.96299999999997,478.533,507.25699999999995,342.246
labeled-data/m6s1/img0040.png,254.851,482.811,267.074,498.09,248.128,464.477,514.591,353.858
labeled-data/m6s1/img0041.png,246.295,460.199,259.74,476.089,242.017,445.531,520.703,352.63599999999997
labeled-data/m6s1/img0042.png,235.294,432.69699999999995,237.128,446.75300000000004,232.85,414.36199999999997,530.481,374.63699999999994
labeled-data/m6s1/img0043.png,235.905,416.19599999999997,243.239,437.586,234.683,402.75,521.314,403.361
labeled-data/m6s1/img0044.png,234.683,403.973,246.295,429.03,238.35,392.361,523.759,397.861
labeled-data/m6s1/img0045.png,259.74,353.858,244.46099999999998,419.251,237.739,375.24800000000005,534.148,413.14
labeled-data/m6s1/img0046.png,268.296,338.579,242.017,400.306,255.46200000000002,372.80400000000003,532.9259999999999,434.53
labeled-data/m6s1/img0047.png,270.741,361.19199999999995,259.74,429.64099999999996,262.185,397.25,522.536,420.474
labeled-data/m6s1/img0048.png,256.684,437.586,263.407,449.809,251.795,419.251,522.536,406.417
labeled-data/m6s1/img0049.png,243.85,450.42,258.518,462.64300000000003,243.85,434.53,510.31300000000005,403.973
labeled-data/m6s1/img0050.png,242.628,439.41900000000004,256.684,455.921,242.628,422.30699999999996,516.425,385.63800000000003
labeled-data/m6s1/img0051.png,257.907,457.14300000000003,271.96299999999997,473.644,254.851,441.25300000000004,515.202,397.861
labeled-data/m6s1/img0052.png,267.685,472.42199999999997,282.353,480.978,259.129,458.365,512.1469999999999,400.917
labeled-data/m6s1/img0053.png,264.018,477.311,282.353,478.533,254.24,455.921,518.258,397.861
labeled-data/m6s1/img0054.png,261.574,478.533,280.519,474.866,251.795,456.532,526.203,402.139
labeled-data/m6s1/img0055.png,227.34900000000002,447.36400000000003,258.518,471.199,231.627,428.41900000000004,535.982,396.027
labeled-data/m6s1/img0056.png,271.35200000000003,324.52299999999997,246.90599999999998,384.416,277.464,360.58099999999996,539.649,420.474
labeled-data/m6s1/img0057.png,234.683,362.414,244.46099999999998,399.694,261.574,371.58099999999996,539.0369999999999,443.086
labeled-data/m6s1/img0058.png,245.07299999999998,352.024,254.24,392.361,273.797,364.85900000000004,533.5369999999999,427.80699999999996
labeled-data/m6s1/img0059.png,240.794,423.529,253.62900000000002,440.642,243.239,408.86199999999997,494.423,433.30800000000005
labeled-data/m6s1/img0060.png,252.40599999999998,447.36400000000003,267.074,462.64300000000003,247.517,431.474,477.311,396.027
labeled-data/m6s1/img0061.png,250.57299999999998,443.69699999999995,257.296,457.14300000000003,253.018,425.36300000000006,487.70099999999996,379.526
labeled-data/m6s1/img0062.png,232.85,429.64099999999996,241.40599999999998,446.75300000000004,239.572,417.418,464.477,392.361
labeled-data/m6s1/img0063.png,220.015,424.14099999999996,235.905,447.36400000000003,231.016,413.14,467.532,411.917
labeled-data/m6s1/img0064.png,212.07,395.416,228.571,429.64099999999996,237.739,398.472,474.866,403.361
labeled-data/m6s1/img0065.png,208.403,387.471,223.071,419.86199999999997,231.016,395.416,463.866,424.14099999999996
labeled-data/m6s1/img0066.png,263.407,356.914,257.296,418.64,259.129,388.694,498.70099999999996,436.975
labeled-data/m6s1/img0067.png,232.238,368.526,230.405,428.41900000000004,236.516,394.805,480.978,427.80699999999996
labeled-data/m6s1/img0068.png,205.34799999999998,363.025,213.90400000000002,402.139,231.627,380.13800000000003,464.477,413.14
labeled-data/m6s1/img0069.png,209.015,386.249,221.84900000000002,411.306,233.46099999999998,381.36,453.476,453.476
labeled-data/m6s1/img0070.png,224.293,389.305,235.294,418.029,243.239,389.916,490.145,443.69699999999995
labeled-data/m6s1/img0071.png,256.684,398.472,267.074,424.14099999999996,273.186,391.749,518.258,445.531
